"_v [cm]","Freq [GHz]","_u []","im(NearEX) [V_per_meter]"
68.25,2.4,0.525,-1.53909415440564
68.25,2.4,0.5325,-1.32265843650934
68.25,2.4,0.54,-1.0436661896438
68.25,2.4,0.5475,-0.717032518688669
68.25,2.4,0.555,-0.36038540640114
68.25,2.4,0.5625,0.00684443390671908
68.25,2.4,0.57,0.364351535416464
68.25,2.4,0.5775,0.692553486299319
68.25,2.4,0.585,0.973145304168154
68.25,2.4,0.5925,1.19054212662084
68.25,2.4,0.6,1.33279771678801
68.25,2.4,0.6075,1.39239422552168
68.25,2.4,0.615,1.36677890996848
68.25,2.4,0.6225,1.2586018196377
68.25,2.4,0.63,1.07562636500658
68.25,2.4,0.6375,0.830305697301998
68.25,2.4,0.645,0.539040618733028
68.25,2.4,0.6525,0.221157738596299
68.25,2.4,0.66,-0.102331912968845
68.25,2.4,0.6675,-0.409716901637752
68.25,2.4,0.675,-0.681493729823999
68.25,2.4,0.6825,-0.899722787255266
68.25,2.4,0.69,-1.0504856535387
68.25,2.4,0.6975,-1.12459385799449
68.25,2.4,0.705,-1.11825591432772
68.25,2.4,0.7125,-1.03336700451283
68.25,2.4,0.72,-0.877390854614745
68.25,2.4,0.7275,-0.66283317560367
68.25,2.4,0.735,-0.40633713187939
68.25,2.4,0.7425,-0.127461223255072
68.25,2.4,0.75,0.152773737861801
69,2.4,-0.75,0.994584033756233
69,2.4,-0.7425,0.873938905063069
69,2.4,-0.735,0.682147610559771
69,2.4,-0.7275,0.432577259355259
69,2.4,-0.72,0.143108705579177
69,2.4,-0.7125,-0.165217826385123
69,2.4,-0.705,-0.469782955028159
69,2.4,-0.6975,-0.748070138428985
69,2.4,-0.69,-0.979320995080019
69,2.4,-0.6825,-1.14604113596676
69,2.4,-0.675,-1.23524852572367
69,2.4,-0.6675,-1.23937885558578
69,2.4,-0.66,-1.15679043971334
69,2.4,-0.6525,-0.99194481179012
69,2.4,-0.645,-0.7546185677771
69,2.4,-0.6375,-0.459889659241902
69,2.4,-0.63,-0.126584807461117
69,2.4,-0.6225,0.223886585294418
69,2.4,-0.615,0.56897229087905
69,2.4,-0.6075,0.886460511142938
69,2.4,-0.6,1.15590574634167
69,2.4,-0.5925,1.35990479845549
69,2.4,-0.585,1.48514470316966
69,2.4,-0.5775,1.52316324274338
69,2.4,-0.57,1.47078452724675
69,2.4,-0.5625,1.33021523349463
69,2.4,-0.555,1.10892002486043
69,2.4,-0.5475,0.818637384467091
69,2.4,-0.54,0.475252788142989
69,2.4,-0.5325,0.0973832272249607
69,2.4,-0.525,-0.294636815635939
69,2.4,-0.5175,-0.67992478021112
69,2.4,-0.51,-1.03820288536711
69,2.4,-0.5025,-1.35086876057902
69,2.4,-0.495,-1.60192736192289
69,2.4,-0.4875,-1.77873963594542
69,2.4,-0.48,-1.87255713255739
69,2.4,-0.4725,-1.87882627225404
69,2.4,-0.465,-1.79726027179369
69,2.4,-0.4575,-1.63194146870059
69,2.4,-0.45,-1.38991966726978
69,2.4,-0.4425,-1.08234473660305
69,2.4,-0.435,-0.72269006700973
69,2.4,-0.4275,-0.326313305580443
69,2.4,-0.42,0.0903158236354185
69,2.4,-0.4125,0.510389280370113
69,2.4,-0.405,0.917498086018193
69,2.4,-0.3975,1.2963006917369
69,2.4,-0.39,1.63309626674196
69,2.4,-0.3825,1.91628410757123
69,2.4,-0.375,2.13669786531123
69,2.4,-0.3675,2.2878446876194
69,2.4,-0.36,2.3658796145879
69,2.4,-0.3525,2.36966950207963
69,2.4,-0.345,2.30061487070536
69,2.4,-0.3375,2.1624176378826
69,2.4,-0.33,1.96077899138586
69,2.4,-0.3225,1.70304779969272
69,2.4,-0.315,1.39783944460562
69,2.4,-0.3075,1.05464394860636
69,2.4,-0.3,0.683440482287049
69,2.4,-0.2925,0.294332972539669
69,2.4,-0.285,-0.10278121074364
69,2.4,-0.2775,-0.49850044259903
69,2.4,-0.27,-0.884254006070194
69,2.4,-0.2625,-1.25213165678887
69,2.4,-0.255,-1.59553664195913
69,2.4,-0.2475,-1.90894287703274
69,2.4,-0.24,-2.18801322884018
69,2.4,-0.2325,-2.42959612873296
69,2.4,-0.225,-2.63168540344857
69,2.4,-0.2175,-2.79334971143478
69,2.4,-0.21,-2.91463821330151
69,2.4,-0.2025,-2.99646903066785
69,2.4,-0.195,-3.0405067131542
69,2.4,-0.1875,-3.04903439691336
69,2.4,-0.18,-3.02476850329433
69,2.4,-0.1725,-2.97095189913958
69,2.4,-0.165,-2.89093000382554
69,2.4,-0.1575,-2.78823493483914
69,2.4,-0.15,-2.66644613313625
69,2.4,-0.1425,-2.5291081710514
69,2.4,-0.135,-2.37966198529753
69,2.4,-0.1275,-2.22138948985919
69,2.4,-0.12,-2.05737107951095
69,2.4,-0.1125,-1.89045518701539
69,2.4,-0.105,-1.72323880130229
69,2.4,-0.0975,-1.55805768246341
69,2.4,-0.09,-1.39698491241755
69,2.4,-0.0825,-1.24179590642891
69,2.4,-0.075,-1.09410387663852
69,2.4,-0.0675,-0.95524177033573
69,2.4,-0.06,-0.826335914496784
69,2.4,-0.0525,-0.708320390889601
69,2.4,-0.045,-0.601958150733197
69,2.4,-0.0375,-0.507862154659659
69,2.4,-0.03,-0.426515788461651
69,2.4,-0.0225,-0.358291924145774
69,2.4,-0.015,-0.303470106877154
69,2.4,-0.0075,-0.262251449846104
69,2.4,0,-0.234770910331959
69,2.4,0.0075,-0.221117495518993
69,2.4,0.015,-0.221294191284691
69,2.4,0.0225,-0.235293993433794
69,2.4,0.03,-0.263050235407134
69,2.4,0.0375,-0.304446029069733
69,2.4,0.045,-0.359308021731356
69,2.4,0.0525,-0.427397171294546
69,2.4,0.06,-0.508396732347719
69,2.4,0.0675,-0.601897717089531
69,2.4,0.075,-0.707382174252986
69,2.4,0.0825,-0.824204717659989
69,2.4,0.09,-0.9515728338896
69,2.4,0.0975,-1.0885266050894
69,2.4,0.105,-1.23389177042715
69,2.4,0.1125,-1.38638024609988
69,2.4,0.12,-1.54437619693718
69,2.4,0.1275,-1.70606453909213
69,2.4,0.135,-1.86938296573598
69,2.4,0.1425,-2.03201788074444
69,2.4,0.15,-2.19140722823517
69,2.4,0.1575,-2.34475154453206
69,2.4,0.165,-2.48903451483163
69,2.4,0.1725,-2.62105421035418
69,2.4,0.18,-2.73746600282885
69,2.4,0.1875,-2.83483789289138
69,2.4,0.195,-2.90972507631099
69,2.4,0.2025,-2.95873005763181
69,2.4,0.21,-2.97861953586871
69,2.4,0.2175,-2.96641721521791
69,2.4,0.225,-2.91951854549493
69,2.4,0.2325,-2.83581028644255
69,2.4,0.24,-2.71379313736042
69,2.4,0.2475,-2.55270327159447
69,2.4,0.255,-2.35262789857106
69,2.4,0.2625,-2.1146093534336
69,2.4,0.27,-1.84073173802932
69,2.4,0.2775,-1.53418386177664
69,2.4,0.285,-1.19929221144891
69,2.4,0.2925,-0.841433227585934
69,2.4,0.3,-0.467332228058534
69,2.4,0.3075,-0.0844521287993985
69,2.4,0.315,0.298793358686067
69,2.4,0.3225,0.673316574268034
69,2.4,0.33,1.02959256134259
69,2.4,0.3375,1.35794075293311
69,2.4,0.345,1.64884546602313
69,2.4,0.3525,1.89330618895644
69,2.4,0.36,2.08320589884365
69,2.4,0.3675,2.21168310472516
69,2.4,0.375,2.2734911586858
69,2.4,0.3825,2.26534572161357
69,2.4,0.39,2.18617347711601
69,2.4,0.3975,2.0372896614727
69,2.4,0.405,1.82259971103454
69,2.4,0.4125,1.54859035747607
69,2.4,0.42,1.22424006715515
69,2.4,0.4275,0.860809150546389
69,2.4,0.435,0.471507901883446
69,2.4,0.4425,0.0710475221938204
69,2.4,0.45,-0.324914521940708
69,2.4,0.4575,-0.700416009538281
69,2.4,0.465,-1.03989288997796
69,2.4,0.4725,-1.32891214484677
69,2.4,0.48,-1.55435119918706
69,2.4,0.4875,-1.7072665899665
69,2.4,0.495,-1.78023705976471
69,2.4,0.5025,-1.76995857928827
69,2.4,0.51,-1.67703565466767
69,2.4,0.5175,-1.50610005356997
69,2.4,0.525,-1.26571995025321
69,2.4,0.5325,-0.96809044447983
69,2.4,0.54,-0.628508958665089
69,2.4,0.5475,-0.264652461177725
69,2.4,0.555,0.104313022257018
69,2.4,0.5625,0.458747477419172
69,2.4,0.57,0.779409598973968
69,2.4,0.5775,1.04937776603336
69,2.4,0.585,1.25389958496496
69,2.4,0.5925,1.38204217117846
69,2.4,0.6,1.42724336661733
69,2.4,0.6075,1.38778883523943
69,2.4,0.615,1.26700360573874
69,2.4,0.6225,1.07313303714655
69,2.4,0.63,0.8189077704641
69,2.4,0.6375,0.520808445231886
69,2.4,0.645,0.19806736711395
69,2.4,0.6525,-0.128535652749965
69,2.4,0.66,-0.438008981989588
69,2.4,0.6675,-0.710039034849222
69,2.4,0.675,-0.928190481695797
69,2.4,0.6825,-1.07845085039125
69,2.4,0.69,-1.15183443644542
69,2.4,0.6975,-1.14464349932306
69,2.4,0.705,-1.05875423627056
69,2.4,0.7125,-0.901511116913517
69,2.4,0.72,-0.68522741300394
69,2.4,0.7275,-0.426319201120833
69,2.4,0.735,-0.144128684066477
69,2.4,0.7425,0.140481940252474
69,2.4,0.75,0.406664811937467
69.75,2.4,-0.75,1.05781392124521
69.75,2.4,-0.7425,1.00910575545849
69.75,2.4,-0.735,0.881584144439663
69.75,2.4,-0.7275,0.68348765270052
69.75,2.4,-0.72,0.428435947561658
69.75,2.4,-0.7125,0.134404074499698
69.75,2.4,-0.705,-0.177618732908779
69.75,2.4,-0.6975,-0.485178810063434
69.75,2.4,-0.69,-0.765996709435252
69.75,2.4,-0.6825,-0.999571885152541
69.75,2.4,-0.675,-1.16863680799236
69.75,2.4,-0.6675,-1.26035867827739
69.75,2.4,-0.66,-1.26720868442239
69.75,2.4,-0.6525,-1.18756303230234
69.75,2.4,-0.645,-1.02527975735183
69.75,2.4,-0.6375,-0.790148835363654
69.75,2.4,-0.63,-0.496663127724639
69.75,2.4,-0.6225,-0.163144505972025
69.75,2.4,-0.615,0.189495000329523
69.75,2.4,-0.6075,0.539132987689715
69.75,2.4,-0.6,0.86386109272303
69.75,2.4,-0.5925,1.14335903803733
69.75,2.4,-0.585,1.36013105848053
69.75,2.4,-0.5775,1.50053070134372
69.75,2.4,-0.57,1.55551746619845
69.75,2.4,-0.5625,1.52110896825075
69.75,2.4,-0.555,1.39861367429
69.75,2.4,-0.5475,1.1940564789578
69.75,2.4,-0.54,0.918277132356963
69.75,2.4,-0.5325,0.585865148064806
69.75,2.4,-0.525,0.214333276848169
69.75,2.4,-0.5175,-0.176917241875277
69.75,2.4,-0.51,-0.56769362490627
69.75,2.4,-0.5025,-0.93810465661485
69.75,2.4,-0.495,-1.26958853717489
69.75,2.4,-0.4875,-1.54582202060199
69.75,2.4,-0.48,-1.75346797053636
69.75,2.4,-0.4725,-1.88273074468732
69.75,2.4,-0.465,-1.92770189923996
69.75,2.4,-0.4575,-1.88677371852651
69.75,2.4,-0.45,-1.76140343104258
69.75,2.4,-0.4425,-1.5576303645392
69.75,2.4,-0.435,-1.28444788252424
69.75,2.4,-0.4275,-0.953552545368334
69.75,2.4,-0.42,-0.578700315347871
69.75,2.4,-0.4125,-0.175010485501853
69.75,2.4,-0.405,0.241744827723648
69.75,2.4,-0.3975,0.655830538535254
69.75,2.4,-0.39,1.05218704779126
69.75,2.4,-0.3825,1.41699207404671
69.75,2.4,-0.375,1.73812688401375
69.75,2.4,-0.3675,2.00557309384304
69.75,2.4,-0.36,2.21153652115331
69.75,2.4,-0.3525,2.35070690138404
69.75,2.4,-0.345,2.42022524909766
69.75,2.4,-0.3375,2.41961438277033
69.75,2.4,-0.33,2.35061696150606
69.75,2.4,-0.3225,2.21696381398201
69.75,2.4,-0.315,2.0240895150336
69.75,2.4,-0.3075,1.77881250029544
69.75,2.4,-0.3,1.48899648226847
69.75,2.4,-0.2925,1.1632086867455
69.75,2.4,-0.285,0.810388628646662
69.75,2.4,-0.2775,0.439538958517166
69.75,2.4,-0.27,0.0593440252550173
69.75,2.4,-0.2625,-0.321675374106559
69.75,2.4,-0.255,-0.695926678990252
69.75,2.4,-0.2475,-1.05653702687894
69.75,2.4,-0.24,-1.39755101796714
69.75,2.4,-0.2325,-1.71399901133883
69.75,2.4,-0.225,-2.00192658437608
69.75,2.4,-0.2175,-2.25838939139232
69.75,2.4,-0.21,-2.4814183587492
69.75,2.4,-0.2025,-2.66996054064665
69.75,2.4,-0.195,-2.82380106679639
69.75,2.4,-0.1875,-2.94347148218162
69.75,2.4,-0.18,-3.03007526164547
69.75,2.4,-0.1725,-3.08546614004622
69.75,2.4,-0.165,-3.11174185762845
69.75,2.4,-0.1575,-3.11139516238739
69.75,2.4,-0.15,-3.087158789689
69.75,2.4,-0.1425,-3.04191759344216
69.75,2.4,-0.135,-2.97862991450634
69.75,2.4,-0.1275,-2.90025905161995
69.75,2.4,-0.12,-2.80971521133583
69.75,2.4,-0.1125,-2.70980789697154
69.75,2.4,-0.105,-2.60320835517446
69.75,2.4,-0.0975,-2.49242143132235
69.75,2.4,-0.09,-2.37976598761975
69.75,2.4,-0.0825,-2.26739694243644
69.75,2.4,-0.075,-2.15712677858458
69.75,2.4,-0.0675,-2.05073717529522
69.75,2.4,-0.06,-1.94974282677567
69.75,2.4,-0.0525,-1.85546698451471
69.75,2.4,-0.045,-1.76905147252459
69.75,2.4,-0.0375,-1.69146816901802
69.75,2.4,-0.03,-1.62353115548528
69.75,2.4,-0.0225,-1.56590883063126
69.75,2.4,-0.015,-1.51913538489096
69.75,2.4,-0.0075,-1.48362112851685
69.75,2.4,0,-1.45966126073653
69.75,2.4,0.0075,-1.44748898096669
69.75,2.4,0.015,-1.44709083111676
69.75,2.4,0.0225,-1.45849864823787
69.75,2.4,0.03,-1.48159406989083
69.75,2.4,0.0375,-1.51615583613147
69.75,2.4,0.045,-1.561855399525
69.75,2.4,0.0525,-1.6182504622515
69.75,2.4,0.06,-1.68477668952967
69.75,2.4,0.0675,-1.76073793335545
69.75,2.4,0.075,-1.84529538853398
69.75,2.4,0.0825,-1.93745619392376
69.75,2.4,0.09,-2.03606208472972
69.75,2.4,0.0975,-2.1397787947571
69.75,2.4,0.105,-2.24707962988438
69.75,2.4,0.1125,-2.35628308794166
69.75,2.4,0.12,-2.46546179169857
69.75,2.4,0.1275,-2.57251601188827
69.75,2.4,0.135,-2.67515859231775
69.75,2.4,0.1425,-2.77092785083963
69.75,2.4,0.15,-2.85720790803098
69.75,2.4,0.1575,-2.93125735690569
69.75,2.4,0.165,-2.99024704749756
69.75,2.4,0.1725,-3.03130755891467
69.75,2.4,0.18,-3.05158666302928
69.75,2.4,0.1875,-3.04831674507023
69.75,2.4,0.195,-3.01889863672478
69.75,2.4,0.2025,-2.96096190587127
69.75,2.4,0.21,-2.87249178248435
69.75,2.4,0.2175,-2.7519063023272
69.75,2.4,0.225,-2.59816110912816
69.75,2.4,0.2325,-2.41084882750415
69.75,2.4,0.24,-2.19029376518546
69.75,2.4,0.2475,-1.93763756916983
69.75,2.4,0.255,-1.65491103904174
69.75,2.4,0.2625,-1.34508702517482
69.75,2.4,0.27,-1.01210925406654
69.75,2.4,0.2775,-0.660892070402278
69.75,2.4,0.285,-0.297286504020249
69.75,2.4,0.2925,0.0720711899054801
69.75,2.4,0.3,0.43954539732178
69.75,2.4,0.3075,0.797153544969629
69.75,2.4,0.315,1.13642231657265
69.75,2.4,0.3225,1.44870876904571
69.75,2.4,0.33,1.72547014929644
69.75,2.4,0.3375,1.95856212053347
69.75,2.4,0.345,2.14055637878602
69.75,2.4,0.3525,2.26506638646055
69.75,2.4,0.36,2.32706793377719
69.75,2.4,0.3675,2.32319961540068
69.75,2.4,0.375,2.25202723582224
69.75,2.4,0.3825,2.11426828527862
69.75,2.4,0.39,1.91291945363687
69.75,2.4,0.3975,1.65327655250345
69.75,2.4,0.405,1.34297782735703
69.75,2.4,0.4125,0.991833925618703
69.75,2.4,0.42,0.61158206486517
69.75,2.4,0.4275,0.215532777873669
69.75,2.4,0.435,-0.181884279048126
69.75,2.4,0.4425,-0.565662845181299
69.75,2.4,0.45,-0.9208321409516
69.75,2.4,0.4575,-1.23311395396999
69.75,2.4,0.465,-1.48959510682209
69.75,2.4,0.4725,-1.67938179831812
69.75,2.4,0.48,-1.79364976799943
69.75,2.4,0.4875,-1.82839361198023
69.75,2.4,0.495,-1.78142202391304
69.75,2.4,0.5025,-1.65484725221344
69.75,2.4,0.51,-1.45457485787454
69.75,2.4,0.5175,-1.19015792115285
69.75,2.4,0.525,-0.87444968717676
69.75,2.4,0.5325,-0.52306038619459
69.75,2.4,0.54,-0.153636196253696
69.75,2.4,0.5475,0.215009490829967
69.75,2.4,0.555,0.563871008181265
69.75,2.4,0.5625,0.874780445144794
69.75,2.4,0.57,1.13115154216302
69.75,2.4,0.5775,1.32006870007132
69.75,2.4,0.585,1.43145305249696
69.75,2.4,0.5925,1.45979539207912
69.75,2.4,0.6,1.40431017956736
69.75,2.4,0.6075,1.26907760123399
69.75,2.4,0.615,1.06289137474456
69.75,2.4,0.6225,0.798808724345812
69.75,2.4,0.63,0.493418655961392
69.75,2.4,0.6375,0.165864524750058
69.75,2.4,0.645,-0.163324529320344
69.75,2.4,0.6525,-0.473522846849312
69.75,2.4,0.66,-0.745336010223179
69.75,2.4,0.6675,-0.961332065264527
69.75,2.4,0.675,-1.10930349078287
69.75,2.4,0.6825,-1.18011897410733
69.75,2.4,0.69,-1.17029389519363
69.75,2.4,0.6975,-1.08179988697737
69.75,2.4,0.705,-0.921963508915646
69.75,2.4,0.7125,-0.702986290396458
69.75,2.4,0.72,-0.441110916841428
69.75,2.4,0.7275,-0.155485492274214
69.75,2.4,0.735,0.133197836377116
69.75,2.4,0.7425,0.404194123521931
69.75,2.4,0.75,0.638218129405554
70.5,2.4,-0.75,1.05228938961596
70.5,2.4,-0.7425,1.07930225803591
70.5,2.4,-0.735,1.02502339023961
70.5,2.4,-0.7275,0.892086439418524
70.5,2.4,-0.72,0.689005781871404
70.5,2.4,-0.7125,0.429535115009063
70.5,2.4,-0.705,0.131644687525376
70.5,2.4,-0.6975,-0.183798988002972
70.5,2.4,-0.69,-0.494547220361859
70.5,2.4,-0.6825,-0.77856201889556
70.5,2.4,-0.675,-1.015570546123
70.5,2.4,-0.6675,-1.18847052722757
70.5,2.4,-0.66,-1.28449050997676
70.5,2.4,-0.6525,-1.29615516890105
70.5,2.4,-0.645,-1.22123559523706
70.5,2.4,-0.6375,-1.06362384933584
70.5,2.4,-0.63,-0.832494377716259
70.5,2.4,-0.6225,-0.541775157211837
70.5,2.4,-0.615,-0.209191486932512
70.5,2.4,-0.6075,0.144913399198146
70.5,2.4,-0.6,0.498895649065911
70.5,2.4,-0.5925,0.831175492831464
70.5,2.4,-0.585,1.12155992688125
70.5,2.4,-0.5775,1.35244107818394
70.5,2.4,-0.57,1.50980012025952
70.5,2.4,-0.5625,1.58396269400019
70.5,2.4,-0.555,1.57015344216669
70.5,2.4,-0.5475,1.46835295079452
70.5,2.4,-0.54,1.28360662683222
70.5,2.4,-0.5325,1.02537404353037
70.5,2.4,-0.525,0.706947910420271
70.5,2.4,-0.5175,0.344631602627231
70.5,2.4,-0.51,-0.043214066122265
70.5,2.4,-0.5025,-0.437193733291296
70.5,2.4,-0.495,-0.817908994843789
70.5,2.4,-0.4875,-1.16694120265744
70.5,2.4,-0.48,-1.46773506442458
70.5,2.4,-0.4725,-1.70634182318923
70.5,2.4,-0.465,-1.87199169849779
70.5,2.4,-0.4575,-1.95776415005803
70.5,2.4,-0.45,-1.95961122355024
70.5,2.4,-0.4425,-1.87810841894152
70.5,2.4,-0.435,-1.7171056750605
70.5,2.4,-0.4275,-1.48367722345665
70.5,2.4,-0.42,-1.18765679793825
70.5,2.4,-0.4125,-0.841078533251487
70.5,2.4,-0.405,-0.457557907236132
70.5,2.4,-0.3975,-0.0516469079136903
70.5,2.4,-0.39,0.361804356940798
70.5,2.4,-0.3825,0.768250835201647
70.5,2.4,-0.375,1.15399628556908
70.5,2.4,-0.3675,1.50669718245629
70.5,2.4,-0.36,1.81561447455596
70.5,2.4,-0.3525,2.07202744202725
70.5,2.4,-0.345,2.26933946008276
70.5,2.4,-0.3375,2.40316602785974
70.5,2.4,-0.33,2.47131870378708
70.5,2.4,-0.3225,2.47370777740686
70.5,2.4,-0.315,2.4121763223944
70.5,2.4,-0.3075,2.2902797838334
70.5,2.4,-0.3,2.11302590337561
70.5,2.4,-0.2925,1.88658966429704
70.5,2.4,-0.285,1.61801715853115
70.5,2.4,-0.2775,1.31493097106883
70.5,2.4,-0.27,0.985148995798349
70.5,2.4,-0.2625,0.636800754251016
70.5,2.4,-0.255,0.277553601976208
70.5,2.4,-0.2475,-0.0852395879443135
70.5,2.4,-0.24,-0.444787831275098
70.5,2.4,-0.2325,-0.794988549964945
70.5,2.4,-0.225,-1.13051763406419
70.5,2.4,-0.2175,-1.44688489430177
70.5,2.4,-0.21,-1.7404577870311
70.5,2.4,-0.2025,-2.00845704854446
70.5,2.4,-0.195,-2.2489283634381
70.5,2.4,-0.1875,-2.46069443499568
70.5,2.4,-0.18,-2.64320950293293
70.5,2.4,-0.1725,-2.79679902413039
70.5,2.4,-0.165,-2.92213181992321
70.5,2.4,-0.1575,-3.02041785678234
70.5,2.4,-0.15,-3.09325651654831
70.5,2.4,-0.1425,-3.14255400422236
70.5,2.4,-0.135,-3.1704451003024
70.5,2.4,-0.1275,-3.17922083902744
70.5,2.4,-0.12,-3.17126322205135
70.5,2.4,-0.1125,-3.14898764810765
70.5,2.4,-0.105,-3.11479336187104
70.5,2.4,-0.0975,-3.0710219042887
70.5,2.4,-0.09,-3.019923283637
70.5,2.4,-0.0825,-2.96373939423871
70.5,2.4,-0.075,-2.90421316606822
70.5,2.4,-0.0675,-2.84332395078683
70.5,2.4,-0.06,-2.78275177717793
70.5,2.4,-0.0525,-2.72401045671153
70.5,2.4,-0.045,-2.66844608493725
70.5,2.4,-0.0375,-2.61723814131145
70.5,2.4,-0.03,-2.57140244571595
70.5,2.4,-0.0225,-2.53179529432165
70.5,2.4,-0.015,-2.49911817198436
70.5,2.4,-0.0075,-2.47392251965605
70.5,2.4,0,-2.45661412072874
70.5,2.4,0.0075,-2.44753469173829
70.5,2.4,0.015,-2.44664768215292
70.5,2.4,0.0225,-2.45402170952849
70.5,2.4,0.03,-2.4695057755698
70.5,2.4,0.0375,-2.49281039407163
70.5,2.4,0.045,-2.5235054837274
70.5,2.4,0.0525,-2.56101729747262
70.5,2.4,0.06,-2.60462465585852
70.5,2.4,0.0675,-2.65345483810448
70.5,2.4,0.075,-2.70647956902416
70.5,2.4,0.0825,-2.76251162165911
70.5,2.4,0.09,-2.82020263227708
70.5,2.4,0.0975,-2.87804279381225
70.5,2.4,0.105,-2.93437757981036
70.5,2.4,0.1125,-2.98737080530239
70.5,2.4,0.12,-3.03505621830134
70.5,2.4,0.1275,-3.07533905618521
70.5,2.4,0.135,-3.10601621322696
70.5,2.4,0.1425,-3.12480316179916
70.5,2.4,0.15,-3.12936787289627
70.5,2.4,0.1575,-3.11737216612167
70.5,2.4,0.165,-3.08652071183811
70.5,2.4,0.1725,-3.03461764661407
70.5,2.4,0.18,-2.95963044677529
70.5,2.4,0.1875,-2.8597603358162
70.5,2.4,0.195,-2.73352517154615
70.5,2.4,0.2025,-2.57981013643575
70.5,2.4,0.21,-2.39799309023047
70.5,2.4,0.2175,-2.18799514159642
70.5,2.4,0.225,-1.95036490141759
70.5,2.4,0.2325,-1.68634775206291
70.5,2.4,0.24,-1.39794395388822
70.5,2.4,0.2475,-1.08795151197473
70.5,2.4,0.255,-0.759989613898508
70.5,2.4,0.2625,-0.418498512662377
70.5,2.4,0.27,-0.0687120003816742
70.5,2.4,0.2775,0.283400874311819
70.5,2.4,0.285,0.631227428653166
70.5,2.4,0.2925,0.967703659634438
70.5,2.4,0.3,1.28520525088439
70.5,2.4,0.3075,1.57616125720107
70.5,2.4,0.315,1.83299320777251
70.5,2.4,0.3225,2.04844150680884
70.5,2.4,0.33,2.21583689995885
70.5,2.4,0.3375,2.32938222558312
70.5,2.4,0.345,2.3844338356805
70.5,2.4,0.3525,2.37777052179481
70.5,2.4,0.36,2.30783662001482
70.5,2.4,0.3675,2.17494532663129
70.5,2.4,0.375,1.98142825371574
70.5,2.4,0.3825,1.73172260764465
70.5,2.4,0.39,1.43237535676791
70.5,2.4,0.3975,1.09191416535062
70.5,2.4,0.405,0.720739160568067
70.5,2.4,0.4125,0.330820607107992
70.5,2.4,0.42,-0.0646679207040753
70.5,2.4,0.4275,-0.451801654161506
70.5,2.4,0.435,-0.816428761355478
70.5,2.4,0.4425,-1.14474790258566
70.5,2.4,0.45,-1.42391569779296
70.5,2.4,0.4575,-1.64265642702516
70.5,2.4,0.465,-1.79184322656904
70.5,2.4,0.4725,-1.86501842432717
70.5,2.4,0.48,-1.8583212330845
70.5,2.4,0.4875,-1.77286227163971
70.5,2.4,0.495,-1.61168393636696
70.5,2.4,0.5025,-1.38191431184705
70.5,2.4,0.51,-1.09402266987098
70.5,2.4,0.5175,-0.761437979000939
70.5,2.4,0.525,-0.399990653255111
70.5,2.4,0.5325,-0.0271964057010582
70.5,2.4,0.54,0.338587988143716
70.5,2.4,0.5475,0.679097153200879
70.5,2.4,0.555,0.977129519057151
70.5,2.4,0.5625,1.21750532178366
70.5,2.4,0.57,1.38762370520833
70.5,2.4,0.5775,1.47955170758292
70.5,2.4,0.585,1.48859206673752
70.5,2.4,0.5925,1.41496627642715
70.5,2.4,0.6,1.263576032279
70.5,2.4,0.6075,1.04381532149168
70.5,2.4,0.615,0.769102864329705
70.5,2.4,0.6225,0.456151608647314
70.5,2.4,0.63,0.124010343681456
70.5,2.4,0.6375,-0.207070348426069
70.5,2.4,0.645,-0.51688097049683
70.5,2.4,0.6525,-0.78652715006677
70.5,2.4,0.66,-0.999651173839086
70.5,2.4,0.6675,-1.14295540297403
70.5,2.4,0.675,-1.20929212893214
70.5,2.4,0.6825,-1.19499683712024
70.5,2.4,0.69,-1.10224676738103
70.5,2.4,0.6975,-0.938448434451475
70.5,2.4,0.705,-0.715770193286147
70.5,2.4,0.7125,-0.450334629493802
70.5,2.4,0.72,-0.161119378280252
70.5,2.4,0.7275,0.131361795241211
70.5,2.4,0.735,0.406507022028122
70.5,2.4,0.7425,0.645100154600497
70.5,2.4,0.75,0.830701835530621
71.25,2.4,-0.75,0.976396186019603
71.25,2.4,-0.7425,1.07789345253098
71.25,2.4,-0.735,1.10102021665684
71.25,2.4,-0.7275,1.0427017114766
71.25,2.4,-0.72,0.905847029046761
71.25,2.4,-0.7125,0.6991214930678
71.25,2.4,-0.705,0.436299018875044
71.25,2.4,-0.6975,0.135251070111795
71.25,2.4,-0.69,-0.183345883309376
71.25,2.4,-0.6825,-0.497484310299006
71.25,2.4,-0.675,-0.785370842579456
71.25,2.4,-0.6675,-1.02693116148727
71.25,2.4,-0.66,-1.20516967680721
71.25,2.4,-0.6525,-1.30741877399611
71.25,2.4,-0.645,-1.32564531851589
71.25,2.4,-0.6375,-1.25767945249516
71.25,2.4,-0.63,-1.10680441213461
71.25,2.4,-0.6225,-0.881598277482977
71.25,2.4,-0.615,-0.595318524946382
71.25,2.4,-0.6075,-0.265001734579812
71.25,2.4,-0.6,0.0896527748868816
71.25,2.4,-0.5925,0.447535563443018
71.25,2.4,-0.585,0.787431060407984
71.25,2.4,-0.5775,1.08928893932021
71.25,2.4,-0.57,1.33538527453217
71.25,2.4,-0.5625,1.51130695565735
71.25,2.4,-0.555,1.60676855016583
71.25,2.4,-0.5475,1.6158871060041
71.25,2.4,-0.54,1.53766986080159
71.25,2.4,-0.5325,1.37580607191306
