"_v [cm]","Freq [GHz]","_u []","re(NearEX) [V_per_meter]"
-15,2.4,0.105,7.62055773269226
-15,2.4,0.1125,7.72094315516712
-15,2.4,0.12,7.54272809739668
-15,2.4,0.1275,7.08902664766001
-15,2.4,0.135,6.37987300626659
-15,2.4,0.1425,5.4513943153081
-15,2.4,0.15,4.3537465094603
-15,2.4,0.1575,3.14792743373878
-15,2.4,0.165,1.901687042292
-15,2.4,0.1725,0.684841710884869
-15,2.4,0.18,-0.435639752442415
-15,2.4,0.1875,-1.4003826786596
-15,2.4,0.195,-2.16165410449667
-15,2.4,0.2025,-2.68734192338257
-15,2.4,0.21,-2.9618615584571
-15,2.4,0.2175,-2.98780643993618
-15,2.4,0.225,-2.78505205205046
-15,2.4,0.2325,-2.38874684863121
-15,2.4,0.24,-1.8461238574012
-15,2.4,0.2475,-1.2124089288485
-15,2.4,0.255,-0.546178786991915
-15,2.4,0.2625,0.0954318640073304
-15,2.4,0.27,0.661264319909309
-15,2.4,0.2775,1.11002716907313
-15,2.4,0.285,1.41322172192475
-15,2.4,0.2925,1.55651174456594
-15,2.4,0.3,1.541548389141
-15,2.4,0.3075,1.38298058321818
-15,2.4,0.315,1.1076394909244
-15,2.4,0.3225,0.751124669629078
-15,2.4,0.33,0.354038914668488
-15,2.4,0.3375,-0.0420680339672827
-15,2.4,0.345,-0.398657768692483
-15,2.4,0.3525,-0.683692789040659
-15,2.4,0.36,-0.874340836948829
-15,2.4,0.3675,-0.958661690470744
-15,2.4,0.375,-0.936149809816753
-15,2.4,0.3825,-0.817838132948513
-15,2.4,0.39,-0.621615663234731
-15,2.4,0.3975,-0.37441759003369
-15,2.4,0.405,-0.106012905075058
-15,2.4,0.4125,0.153506122092207
-15,2.4,0.42,0.376885178282119
-15,2.4,0.4275,0.542421435921235
-15,2.4,0.435,0.635963127709161
-15,2.4,0.4425,0.652012767717779
-15,2.4,0.45,0.593852733858721
-15,2.4,0.4575,0.472719123759404
-15,2.4,0.465,0.306151375694449
-15,2.4,0.4725,0.11573017871677
-15,2.4,0.48,-0.0758223322522686
-15,2.4,0.4875,-0.24609644029907
-15,2.4,0.495,-0.377125216646023
-15,2.4,0.5025,-0.456146436766443
-15,2.4,0.51,-0.477041426360206
-15,2.4,0.5175,-0.440705420808895
-15,2.4,0.525,-0.354602442490037
-15,2.4,0.5325,-0.231587595468395
-15,2.4,0.54,-0.0881604505902981
-15,2.4,0.5475,0.057627194069213
-15,2.4,0.555,0.188353769091524
-15,2.4,0.5625,0.28924357323894
-15,2.4,0.57,0.349796136095788
-15,2.4,0.5775,0.364813156516765
-15,2.4,0.585,0.334779844009427
-15,2.4,0.5925,0.265573538831996
-15,2.4,0.6,0.16751361666671
-15,2.4,0.6075,0.05392802394672
-15,2.4,0.615,-0.0605833373103689
-15,2.4,0.6225,-0.161968877132741
-15,2.4,0.63,-0.238407108565155
-15,2.4,0.6375,-0.281651975657896
-15,2.4,0.645,-0.287891007620544
-15,2.4,0.6525,-0.258029649282904
-15,2.4,0.66,-0.197387739417704
-15,2.4,0.6675,-0.114866228219664
-15,2.4,0.675,-0.0217050674228769
-15,2.4,0.6825,0.0700006522297699
-15,2.4,0.69,0.148834992799259
-15,2.4,0.6975,0.205454583365778
-15,2.4,0.705,0.233673456899406
-15,2.4,0.7125,0.231115239298093
-15,2.4,0.72,0.199366317031762
-15,2.4,0.7275,0.143627827459984
-15,2.4,0.735,0.0719268894345163
-15,2.4,0.7425,-0.00599933039865153
-15,2.4,0.75,-0.0799957192767696
-14.25,2.4,-0.75,-0.243582892665688
-14.25,2.4,-0.7425,-0.2704276688627
-14.25,2.4,-0.735,-0.26155238596833
-14.25,2.4,-0.7275,-0.216621146619682
-14.25,2.4,-0.72,-0.140161323229674
-14.25,2.4,-0.7125,-0.041154161052736
-14.25,2.4,-0.705,0.06798850120435
-14.25,2.4,-0.6975,0.17294853888183
-14.25,2.4,-0.69,0.259343094010974
-14.25,2.4,-0.6825,0.314650467553453
-14.25,2.4,-0.675,0.329967380069547
-14.25,2.4,-0.6675,0.301357284347609
-14.25,2.4,-0.66,0.230594269071611
-14.25,2.4,-0.6525,0.125216700905926
-14.25,2.4,-0.645,-0.00230252221610215
-14.25,2.4,-0.6375,-0.135957836407978
-14.25,2.4,-0.63,-0.258147110834197
-14.25,2.4,-0.6225,-0.351951776678195
-14.25,2.4,-0.615,-0.403408573844721
-14.25,2.4,-0.6075,-0.403493560260642
-14.25,2.4,-0.6,-0.349546222695299
-14.25,2.4,-0.5925,-0.245923398010821
-14.25,2.4,-0.585,-0.10376426294391
-14.25,2.4,-0.5775,0.060141865778151
-14.25,2.4,-0.57,0.225277312999283
-14.25,2.4,-0.5625,0.369893261589735
-14.25,2.4,-0.555,0.473458484516813
-14.25,2.4,-0.5475,0.520573591932501
-14.25,2.4,-0.54,0.501660061871147
-14.25,2.4,-0.5325,0.415404420773516
-14.25,2.4,-0.525,0.269172385405124
-14.25,2.4,-0.5175,0.0785162017655289
-14.25,2.4,-0.51,-0.134389707676367
-14.25,2.4,-0.5025,-0.343236317458079
-14.25,2.4,-0.495,-0.52071931257439
-14.25,2.4,-0.4875,-0.641964753217612
-14.25,2.4,-0.48,-0.687823713243375
-14.25,2.4,-0.4725,-0.647616476127877
-14.25,2.4,-0.465,-0.520956884204099
-14.25,2.4,-0.4575,-0.317621719087564
-14.25,2.4,-0.45,-0.0598096860183098
-14.25,2.4,-0.4425,0.224000670601719
-14.25,2.4,-0.435,0.499711273543546
-14.25,2.4,-0.4275,0.732063426978906
-14.25,2.4,-0.42,0.888913277077115
-14.25,2.4,-0.4125,0.945359833725065
-14.25,2.4,-0.405,0.887219795644128
-14.25,2.4,-0.3975,0.713399524441337
-14.25,2.4,-0.39,0.436826410544214
-14.25,2.4,-0.3825,0.0837581401259205
-14.25,2.4,-0.375,-0.308528015202625
-14.25,2.4,-0.3675,-0.696896005852081
-14.25,2.4,-0.36,-1.03199322214262
-14.25,2.4,-0.3525,-1.27018142887967
-14.25,2.4,-0.345,-1.37546142406463
-14.25,2.4,-0.3375,-1.3247585952916
-14.25,2.4,-0.33,-1.11138224924093
-14.25,2.4,-0.3225,-0.746821693235034
-14.25,2.4,-0.315,-0.260602450589809
-14.25,2.4,-0.3075,0.301868026239594
-14.25,2.4,-0.3,0.883315889056317
-14.25,2.4,-0.2925,1.42011887931335
-14.25,2.4,-0.285,1.84879229241533
-14.25,2.4,-0.2775,2.11278671653688
-14.25,2.4,-0.27,2.16929182587188
-14.25,2.4,-0.2625,1.99312200952101
-14.25,2.4,-0.255,1.58192998431516
-14.25,2.4,-0.2475,0.957170480903503
-14.25,2.4,-0.24,0.163378118394398
-14.25,2.4,-0.2325,-0.734939875122753
-14.25,2.4,-0.225,-1.65849009433446
-14.25,2.4,-0.2175,-2.5199958543476
-14.25,2.4,-0.21,-3.23198447349489
-14.25,2.4,-0.2025,-3.71482107148211
-14.25,2.4,-0.195,-3.90421988824178
-14.25,2.4,-0.1875,-3.75751077523582
-14.25,2.4,-0.18,-3.25768073274491
-14.25,2.4,-0.1725,-2.41723690921208
-14.25,2.4,-0.165,-1.27494306685239
-14.25,2.4,-0.1575,0.104871647531902
-14.25,2.4,-0.15,1.63776144418578
-14.25,2.4,-0.1425,3.22578945604085
-14.25,2.4,-0.135,4.76523105458745
-14.25,2.4,-0.1275,6.15464662223172
-14.25,2.4,-0.12,7.30259890660734
-14.25,2.4,-0.1125,8.13434492111229
-14.25,2.4,-0.105,8.59695129744794
-14.25,2.4,-0.0975,8.66245133928421
-14.25,2.4,-0.09,8.32886323340847
-14.25,2.4,-0.0825,7.61947520285164
-14.25,2.4,-0.075,6.57864444829829
-14.25,2.4,-0.0675,5.26914596148436
-14.25,2.4,-0.06,3.76543513137739
-14.25,2.4,-0.0525,2.14823970940961
-14.25,2.4,-0.045,0.498961707493762
-14.25,2.4,-0.0375,-1.10523688829859
-14.25,2.4,-0.03,-2.5952988005484
-14.25,2.4,-0.0225,-3.91288774460334
-14.25,2.4,-0.015,-5.01173986321235
-14.25,2.4,-0.0075,-5.8579049306488
-14.25,2.4,0,-6.4291650763402
-14.25,2.4,0.0075,-6.71363294730266
-14.25,2.4,0.015,-6.70977394363381
-14.25,2.4,0.0225,-6.42408309727238
-14.25,2.4,0.03,-5.87118586591615
-14.25,2.4,0.0375,-5.07352709447606
-14.25,2.4,0.045,-4.06143078000707
-14.25,2.4,0.0525,-2.87318117357935
-14.25,2.4,0.06,-1.5548435545046
-14.25,2.4,0.0675,-0.159560597250568
-14.25,2.4,0.075,1.25386433767791
-14.25,2.4,0.0825,2.62317068572575
-14.25,2.4,0.09,3.88557348234318
-14.25,2.4,0.0975,4.98124372647511
-14.25,2.4,0.105,5.85589381856088
-14.25,2.4,0.1125,6.46889064005578
-14.25,2.4,0.12,6.78996552455722
-14.25,2.4,0.1275,6.80609610512467
-14.25,2.4,0.135,6.52177592520473
-14.25,2.4,0.1425,5.95920272349432
-14.25,2.4,0.15,5.15715926919308
-14.25,2.4,0.1575,4.1686282933332
-14.25,2.4,0.165,3.05729681814161
-14.25,2.4,0.1725,1.89320554512171
-14.25,2.4,0.18,0.747877238216496
-14.25,2.4,0.1875,-0.310692422430729
-14.25,2.4,0.195,-1.22250085441295
-14.25,2.4,0.2025,-1.94085643100883
-14.25,2.4,0.21,-2.43357664751922
-14.25,2.4,0.2175,-2.68619959085786
-14.25,2.4,0.225,-2.70217473433894
-14.25,2.4,0.2325,-2.50197187272856
-14.25,2.4,0.24,-2.12086294023811
-14.25,2.4,0.2475,-1.60557354005477
-14.25,2.4,0.255,-1.01009710165373
-14.25,2.4,0.2625,-0.39103546854053
-14.25,2.4,0.27,0.197131239187539
-14.25,2.4,0.2775,0.706439337726016
-14.25,2.4,0.285,1.09912784141753
-14.25,2.4,0.2925,1.34994134278029
-14.25,2.4,0.3,1.44901670193194
-14.25,2.4,0.3075,1.39995501635716
-14.25,2.4,0.315,1.21990724754549
-14.25,2.4,0.3225,0.936950912824935
-14.25,2.4,0.33,0.586855090175451
-14.25,2.4,0.3375,0.209274352377702
-14.25,2.4,0.345,-0.156250116326822
-14.25,2.4,0.3525,-0.474093820229471
-14.25,2.4,0.36,-0.715796320909725
-14.25,2.4,0.3675,-0.862455617120047
-14.25,2.4,0.375,-0.906064429843462
-14.25,2.4,0.3825,-0.850492121933349
-14.25,2.4,0.39,-0.707220343026616
-14.25,2.4,0.3975,-0.498494623413035
-14.25,2.4,0.405,-0.25127540955474
-14.25,2.4,0.4125,0.00508274359875002
-14.25,2.4,0.42,0.242069819256783
-14.25,2.4,0.4275,0.435016976680807
-14.25,2.4,0.435,0.565542684227541
-14.25,2.4,0.4425,0.623208417195666
-14.25,2.4,0.45,0.606236727247375
-14.25,2.4,0.4575,0.521250859002821
-14.25,2.4,0.465,0.382103172336489
-14.25,2.4,0.4725,0.207957473040265
-14.25,2.4,0.48,0.0205433186796637
-14.25,2.4,0.4875,-0.157190117352402
-14.25,2.4,0.495,-0.305510547584725
-14.25,2.4,0.5025,-0.408869315005168
-14.25,2.4,0.51,-0.45775020709971
-14.25,2.4,0.5175,-0.449474510589253
-14.25,2.4,0.525,-0.388182744108395
-14.25,2.4,0.5325,-0.284027316882508
-14.25,2.4,0.54,-0.151700353787858
-14.25,2.4,0.5475,-0.00849383474141373
-14.25,2.4,0.555,0.127863041481056
-14.25,2.4,0.5625,0.241326682791885
-14.25,2.4,0.57,0.319385005637355
-14.25,2.4,0.5775,0.354367050053817
-14.25,2.4,0.585,0.344154840078504
-14.25,2.4,0.5925,0.292213971241824
-14.25,2.4,0.6,0.206922094285279
-14.25,2.4,0.6075,0.100341136487834
-14.25,2.4,0.615,-0.0134076740965443
-14.25,2.4,0.6225,-0.119954578097106
-14.25,2.4,0.63,-0.206451062068609
-14.25,2.4,0.6375,-0.263084464538011
-14.25,2.4,0.645,-0.284161519294793
-14.25,2.4,0.6525,-0.26864352868469
-14.25,2.4,0.66,-0.220087010033344
-14.25,2.4,0.6675,-0.146018298028316
-14.25,2.4,0.675,-0.0568394394192191
-14.25,2.4,0.6825,0.0355825423051445
-14.25,2.4,0.69,0.119456675083616
-14.25,2.4,0.6975,0.184542913948502
-14.25,2.4,0.705,0.22337903934921
-14.25,2.4,0.7125,0.232114588604913
-14.25,2.4,0.72,0.210860662744165
-14.25,2.4,0.7275,0.163528072824252
-14.25,2.4,0.735,0.0971914568955415
-14.25,2.4,0.7425,0.0210754869831807
-14.25,2.4,0.75,-0.0546960755746408
-13.5,2.4,-0.75,-0.246731553302193
-13.5,2.4,-0.7425,-0.264101937559119
-13.5,2.4,-0.735,-0.246048426074885
-13.5,2.4,-0.7275,-0.193513784804013
-13.5,2.4,-0.72,-0.112164784382429
-13.5,2.4,-0.7125,-0.0118197912221614
-13.5,2.4,-0.705,0.0947059924642748
-13.5,2.4,-0.6975,0.193205327623176
-13.5,2.4,-0.69,0.269936295536574
-13.5,2.4,-0.6825,0.313493502110207
-13.5,2.4,-0.675,0.31644344090244
-13.5,2.4,-0.6675,0.276496124496418
-13.5,2.4,-0.66,0.197037941509862
-13.5,2.4,-0.6525,0.0869813441518357
-13.5,2.4,-0.645,-0.0403273810018653
-13.5,2.4,-0.6375,-0.168563593399613
-13.5,2.4,-0.63,-0.28050378584846
-13.5,2.4,-0.6225,-0.36028369079585
-13.5,2.4,-0.615,-0.39557336111835
-13.5,2.4,-0.6075,-0.379381487625515
-13.5,2.4,-0.6,-0.311235347471537
-13.5,2.4,-0.5925,-0.197554202812333
-13.5,2.4,-0.585,-0.0511319632664237
-13.5,2.4,-0.5775,0.110242262034798
-13.5,2.4,-0.57,0.265883548013942
-13.5,2.4,-0.5625,0.394788682215063
-13.5,2.4,-0.555,0.478027067233894
-13.5,2.4,-0.5475,0.50261290032286
-13.5,2.4,-0.54,0.461757518081903
-13.5,2.4,-0.5325,0.35710782025383
-13.5,2.4,-0.525,0.198750784688771
-13.5,2.4,-0.5175,0.00434903776223749
-13.5,2.4,-0.51,-0.202743042589373
-13.5,2.4,-0.5025,-0.396189877166721
-13.5,2.4,-0.495,-0.549905424841848
-13.5,2.4,-0.4875,-0.64141806407598
-13.5,2.4,-0.48,-0.654949368429406
-13.5,2.4,-0.4725,-0.583803724712777
-13.5,2.4,-0.465,-0.431734136903182
-13.5,2.4,-0.4575,-0.212253203177465
-13.5,2.4,-0.45,0.0494081300837108
-13.5,2.4,-0.4425,0.323221839780927
-13.5,2.4,-0.435,0.575089412366533
-13.5,2.4,-0.4275,0.771496790459214
-13.5,2.4,-0.42,0.883719119404959
-13.5,2.4,-0.4125,0.891667635136176
-13.5,2.4,-0.405,0.786891660084291
-13.5,2.4,-0.3975,0.574328946877391
-13.5,2.4,-0.39,0.272530047101858
-13.5,2.4,-0.3825,-0.0877470623063296
-13.5,2.4,-0.375,-0.466486225845983
-13.5,2.4,-0.3675,-0.820286441416452
-13.5,2.4,-0.36,-1.10127029376256
-13.5,2.4,-0.3525,-1.27057317483575
-13.5,2.4,-0.345,-1.29889724884424
-13.5,2.4,-0.3375,-1.17148588278266
-13.5,2.4,-0.33,-0.890775896659719
-13.5,2.4,-0.3225,-0.477230581015196
-13.5,2.4,-0.315,0.031827349154209
-13.5,2.4,-0.3075,0.585345366005841
-13.5,2.4,-0.3,1.1233747989217
-13.5,2.4,-0.2925,1.58315122698484
-13.5,2.4,-0.285,1.90581042957391
-13.5,2.4,-0.2775,2.04303805690124
-13.5,2.4,-0.27,1.96327293654869
-13.5,2.4,-0.2625,1.65487967358935
-13.5,2.4,-0.255,1.13001689461524
-13.5,2.4,-0.2475,0.424338155958618
-13.5,2.4,-0.24,-0.405177632350668
-13.5,2.4,-0.2325,-1.2846805857569
-13.5,2.4,-0.225,-2.12977554405389
-13.5,2.4,-0.2175,-2.85313831685178
-13.5,2.4,-0.21,-3.37269998670823
-13.5,2.4,-0.2025,-3.61960821599399
-13.5,2.4,-0.195,-3.54518654037905
-13.5,2.4,-0.1875,-3.12620413081003
-13.5,2.4,-0.18,-2.36750164891916
-13.5,2.4,-0.1725,-1.30433974445172
-13.5,2.4,-0.165,0.00270314671411076
-13.5,2.4,-0.1575,1.47005014519212
-13.5,2.4,-0.15,2.99812708247413
-13.5,2.4,-0.1425,4.47920741329693
-13.5,2.4,-0.135,5.80592314518385
-13.5,2.4,-0.1275,6.87966621504499
-13.5,2.4,-0.12,7.61813015599223
-13.5,2.4,-0.1125,7.96134025301069
-13.5,2.4,-0.105,7.87568037674729
-13.5,2.4,-0.0975,7.35562904711355
-13.5,2.4,-0.09,6.42314468081905
-13.5,2.4,-0.0825,5.12520688244323
-13.5,2.4,-0.075,3.52818083675131
-13.5,2.4,-0.0675,1.71329209125481
-13.5,2.4,-0.06,-0.230908701713391
-13.5,2.4,-0.0525,-2.21476822005628
-13.5,2.4,-0.045,-4.15338905446457
-13.5,2.4,-0.0375,-5.97131980981519
-13.5,2.4,-0.03,-7.60573284005005
-13.5,2.4,-0.0225,-9.00795645124194
-13.5,2.4,-0.015,-10.1434529806598
-13.5,2.4,-0.0075,-10.9905411506632
-13.5,2.4,0,-11.5383175871813
-13.5,2.4,0.0075,-11.7840298359934
-13.5,2.4,0.015,-11.7317903174109
-13.5,2.4,0.0225,-11.3903171420011
-13.5,2.4,0.03,-10.7726026908272
-13.5,2.4,0.0375,-9.89620304724702
-13.5,2.4,0.045,-8.78416590910166
-13.5,2.4,0.0525,-7.46624167866131
-13.5,2.4,0.06,-5.97994528710665
-13.5,2.4,0.0675,-4.37105875120262
-13.5,2.4,0.075,-2.69326365179429
-13.5,2.4,0.0825,-1.00674162396403
-13.5,2.4,0.09,0.624252195081635
-13.5,2.4,0.0975,2.13468174930107
-13.5,2.4,0.105,3.46206113392096
-13.5,2.4,0.1125,4.55253018672406
-13.5,2.4,0.12,5.36187553107972
-13.5,2.4,0.1275,5.86085668436096
-13.5,2.4,0.135,6.03711058136477
-13.5,2.4,0.1425,5.89642900284409
-13.5,2.4,0.15,5.46272839441752
-13.5,2.4,0.1575,4.77667643031261
-13.5,2.4,0.165,3.89305522976912
-13.5,2.4,0.1725,2.87704883831729
-13.5,2.4,0.18,1.79973414869845
-13.5,2.4,0.1875,0.733122863257831
-13.5,2.4,0.195,-0.25445918713255
-13.5,2.4,0.2025,-1.10470325636386
-13.5,2.4,0.21,-1.7708122310673
-13.5,2.4,0.2175,-2.22206902339303
-13.5,2.4,0.225,-2.445154848775
-13.5,2.4,0.2325,-2.44446808685097
-13.5,2.4,0.24,-2.24104298637395
-13.5,2.4,0.2475,-1.87017011200246
-13.5,2.4,0.255,-1.37793076118015
-13.5,2.4,0.2625,-0.816950556398403
-13.5,2.4,0.27,-0.241744356403475
-13.5,2.4,0.2775,0.295941062035442
-13.5,2.4,0.285,0.751382189637289
-13.5,2.4,0.2925,1.0900017130345
-13.5,2.4,0.3,1.29119070714809
-13.5,2.4,0.3075,1.3475501952551
-13.5,2.4,0.315,1.26589075329667
-13.5,2.4,0.3225,1.06554286979803
-13.5,2.4,0.33,0.77581922856187
-13.5,2.4,0.3375,0.432646567254403
-13.5,2.4,0.345,0.0747158948571696
-13.5,2.4,0.3525,-0.260460341098175
-13.5,2.4,0.36,-0.540194860825375
-13.5,2.4,0.3675,-0.739625100275487
-13.5,2.4,0.375,-0.843788365272813
-13.5,2.4,0.3825,-0.849441322284736
-13.5,2.4,0.39,-0.761399838770407
-13.5,2.4,0.3975,-0.596499150301304
-13.5,2.4,0.405,-0.377969843648911
-13.5,2.4,0.4125,-0.133385538043692
-13.5,2.4,0.42,0.108533710450396
-13.5,2.4,0.4275,0.321092704390037
-13.5,2.4,0.435,0.48242644223689
-13.5,2.4,0.4425,0.57764916936407
-13.5,2.4,0.45,0.600137707876094
-13.5,2.4,0.4575,0.551841579465954
-13.5,2.4,0.465,0.442623686814192
-13.5,2.4,0.4725,0.288743226519223
-13.5,2.4,0.48,0.110344251567082
-13.5,2.4,0.4875,-0.0697447533401754
-13.5,2.4,0.495,-0.230618327278824
-13.5,2.4,0.5025,-0.354444410439447
-13.5,2.4,0.51,-0.428665731317431
-13.5,2.4,0.5175,-0.447213167864834
-13.5,2.4,0.525,-0.410909493052847
-13.5,2.4,0.5325,-0.327047846909701
-13.5,2.4,0.54,-0.208226348187361
-13.5,2.4,0.5475,-0.0706048542613633
-13.5,2.4,0.555,0.0681876567299056
-13.5,2.4,0.5625,0.191233086343328
-13.5,2.4,0.57,0.284344396357975
-13.5,2.4,0.5775,0.337615677784593
-13.5,2.4,0.585,0.346458047655271
-13.5,2.4,0.5925,0.311936602769321
-13.5,2.4,0.6,0.240388630910414
-13.5,2.4,0.6075,0.142422185281966
-13.5,2.4,0.615,0.03143220222312
-13.5,2.4,0.6225,-0.0781666288404476
-13.5,2.4,0.63,-0.172763142754137
-13.5,2.4,0.6375,-0.241202817448847
-13.5,2.4,0.645,-0.276072999118367
-13.5,2.4,0.6525,-0.274474540081514
-13.5,2.4,0.66,-0.238202577343738
-13.5,2.4,0.6675,-0.173335049600221
-13.5,2.4,0.675,-0.0893012458186507
-13.5,2.4,0.6825,0.00243490003640724
-13.5,2.4,0.69,0.0898983617911591
-13.5,2.4,0.6975,0.162134973419968
-13.5,2.4,0.705,0.210558773108065
-13.5,2.4,0.7125,0.229951241300326
-13.5,2.4,0.72,0.218998117567324
-13.5,2.4,0.7275,0.180311579514516
-13.5,2.4,0.735,0.119952376083104
-13.5,2.4,0.7425,0.046529446190685
-13.5,2.4,0.75,-0.0299942404249457
-12.75,2.4,-0.75,-0.247575382628585
-12.75,2.4,-0.7425,-0.256037438565204
-12.75,2.4,-0.735,-0.229651407426373
-12.75,2.4,-0.7275,-0.170544542100179
-12.75,2.4,-0.72,-0.0853969761695026
-12.75,2.4,-0.7125,0.0152791139461759
-12.75,2.4,-0.705,0.11840783879627
-12.75,2.4,-0.6975,0.210015781668414
-12.75,2.4,-0.69,0.27708729713696
-12.75,2.4,-0.6825,0.309366845418516
-12.75,2.4,-0.675,0.300864083977013
-12.75,2.4,-0.6675,0.250847769167977
-12.75,2.4,-0.66,0.164174512595352
-12.75,2.4,-0.6525,0.0509471216892346
-12.75,2.4,-0.645,-0.074811893063386
-12.75,2.4,-0.6375,-0.196653907224474
-12.75,2.4,-0.63,-0.297895576925968
-12.75,2.4,-0.6225,-0.363832124192116
-12.75,2.4,-0.615,-0.383797297910417
-12.75,2.4,-0.6075,-0.3527778220964
-12.75,2.4,-0.6,-0.272349241552867
-12.75,2.4,-0.5925,-0.150779892996983
-12.75,2.4,-0.585,-0.00225282009147354
-12.75,2.4,-0.5775,0.154730787214508
-12.75,2.4,-0.57,0.299593054439486
-12.75,2.4,-0.5625,0.41230044934733
-12.75,2.4,-0.555,0.475668352820359
-12.75,2.4,-0.5475,0.479145592015843
-12.75,2.4,-0.54,0.418645005823884
-12.75,2.4,-0.5325,0.298558628056384
-12.75,2.4,-0.525,0.13137294064566
-12.75,2.4,-0.5175,-0.0635361475482274
-12.75,2.4,-0.51,-0.262063202824752
-12.75,2.4,-0.5025,-0.438255243591311
-12.75,2.4,-0.495,-0.567580048952905
-12.75,2.4,-0.4875,-0.630180564320858
-12.75,2.4,-0.48,-0.613698796551672
-12.75,2.4,-0.4725,-0.515288279531596
-12.75,2.4,-0.465,-0.342519468485853
-12.75,2.4,-0.4575,-0.112157133397389
-12.75,2.4,-0.45,0.148151929051723
-12.75,2.4,-0.4425,0.40749787888439
-12.75,2.4,-0.435,0.632434874409176
-12.75,2.4,-0.4275,0.791748130186045
-12.75,2.4,-0.42,0.860509603745474
-12.75,2.4,-0.4125,0.823578557001358
-12.75,2.4,-0.405,0.678087626610574
-12.75,2.4,-0.3975,0.434557720269621
-12.75,2.4,-0.39,0.116435305257793
-12.75,2.4,-0.3825,-0.241972961288843
-12.75,2.4,-0.375,-0.599001509929947
-12.75,2.4,-0.3675,-0.912087251983632
-12.75,2.4,-0.36,-1.1358625118784
-12.75,2.4,-0.3525,-1.23701861148926
-12.75,2.4,-0.345,-1.19339887953394
-12.75,2.4,-0.3375,-0.998566369533523
-12.75,2.4,-0.33,-0.663596303809609
-12.75,2.4,-0.3225,-0.216941266255237
-12.75,2.4,-0.315,0.297710715995981
-12.75,2.4,-0.3075,0.825439553624119
-12.75,2.4,-0.3,1.3055957231771
-12.75,2.4,-0.2925,1.67825720204415
-12.75,2.4,-0.285,1.89096845118433
-12.75,2.4,-0.2775,1.90503296529663
-12.75,2.4,-0.27,1.70090952234302
-12.75,2.4,-0.2625,1.28058284163598
-12.75,2.4,-0.255,0.669909139595608
-12.75,2.4,-0.2475,-0.0829234303960708
-12.75,2.4,-0.24,-0.91096622108403
-12.75,2.4,-0.2325,-1.73417621859018
-12.75,2.4,-0.225,-2.46667188770273
-12.75,2.4,-0.2175,-3.02489353639333
-12.75,2.4,-0.21,-3.33587531802111
-12.75,2.4,-0.2025,-3.34480942476497
-12.75,2.4,-0.195,-3.02114089771648
-12.75,2.4,-0.1875,-2.36256806533717
-12.75,2.4,-0.18,-1.3960576933736
-12.75,2.4,-0.1725,-0.178487756399979
-12.75,2.4,-0.165,1.21017023628944
-12.75,2.4,-0.1575,2.67083361169639
-12.75,2.4,-0.15,4.09364245964125
-12.75,2.4,-0.1425,5.36674809403798
-12.75,2.4,-0.135,6.38528546717681
-12.75,2.4,-0.1275,7.05971246939273
-12.75,2.4,-0.12,7.32277016661547
-12.75,2.4,-0.1125,7.13446090336707
-12.75,2.4,-0.105,6.48464042880743
-12.75,2.4,-0.0975,5.39305516402657
-12.75,2.4,-0.09,3.90690280124986
-12.75,2.4,-0.0825,2.09651956085724
-12.75,2.4,-0.075,0.0483348613383136
-12.75,2.4,-0.0675,-2.14145045778177
-12.75,2.4,-0.06,-4.37501101652489
-12.75,2.4,-0.0525,-6.55969870697123
-12.75,2.4,-0.045,-8.61387205257525
-12.75,2.4,-0.0375,-10.4710366853802
-12.75,2.4,-0.03,-12.0819869842534
-12.75,2.4,-0.0225,-13.4148922282176
-12.75,2.4,-0.015,-14.4535388573151
-12.75,2.4,-0.0075,-15.1941878204923
-12.75,2.4,0,-15.6416920003408
-12.75,2.4,0.0075,-15.8055211097715
-12.75,2.4,0.015,-15.6965913110025
-12.75,2.4,0.0225,-15.3256313795864
-12.75,2.4,0.03,-14.7021297173835
-12.75,2.4,0.0375,-13.8354972084551
-12.75,2.4,0.045,-12.7371172058405
-12.75,2.4,0.0525,-11.4229739293962
-12.75,2.4,0.06,-9.91624257408948
-12.75,2.4,0.0675,-8.24926336380498
-12.75,2.4,0.075,-6.46445917503729
-12.75,2.4,0.0825,-4.6139509482629
-12.75,2.4,0.09,-2.75783335665349
-12.75,2.4,0.0975,-0.961260054177064
-12.75,2.4,0.105,0.709515308076172
-12.75,2.4,0.1125,2.19070870607585
-12.75,2.4,0.12,3.42664792690962
-12.75,2.4,0.1275,4.37305773325617
-12.75,2.4,0.135,5.00063428123223
-12.75,2.4,0.1425,5.29740720285233
-12.75,2.4,0.15,5.26987052213566
-12.75,2.4,0.1575,4.9427713532299
-12.75,2.4,0.165,4.35755471861802
-12.75,2.4,0.1725,3.56957030975499
-12.75,2.4,0.18,2.6442456073582
-12.75,2.4,0.1875,1.65251283828007
-12.75,2.4,0.195,0.666327506168198
-12.75,2.4,0.2025,-0.248265273198577
-12.75,2.4,0.21,-1.03290397139379
-12.75,2.4,0.2175,-1.64253944291679
-12.75,2.4,0.225,-2.04785494807839
-12.75,2.4,0.2325,-2.23682107776716
-12.75,2.4,0.24,-2.21486130240149
-12.75,2.4,0.2475,-2.00362286297654
-12.75,2.4,0.255,-1.63846654259406
-12.75,2.4,0.2625,-1.16489997870845
-12.75,2.4,0.27,-0.634272185851832
-12.75,2.4,0.2775,-0.099112664483554
