"_v [cm]","Freq [GHz]","_u []","re(NearEX) [V_per_meter]"
-72.75,2.4,-0.5475,0.697045677956217
-72.75,2.4,-0.54,0.349124579178138
-72.75,2.4,-0.5325,-0.0243393094865669
-72.75,2.4,-0.525,-0.404421117946361
-72.75,2.4,-0.5175,-0.772130381272507
-72.75,2.4,-0.51,-1.10938563508769
-72.75,2.4,-0.5025,-1.39989609056805
-72.75,2.4,-0.495,-1.62990839101458
-72.75,2.4,-0.4875,-1.78878699428727
-72.75,2.4,-0.48,-1.86940822400529
-72.75,2.4,-0.4725,-1.86835971110624
-72.75,2.4,-0.465,-1.78594809537297
-72.75,2.4,-0.4575,-1.6260278673351
-72.75,2.4,-0.45,-1.39567262970212
-72.75,2.4,-0.4425,-1.10471651674014
-72.75,2.4,-0.435,-0.765197853884069
-72.75,2.4,-0.4275,-0.390739337873286
-72.75,2.4,-0.42,0.00410083019544818
-72.75,2.4,-0.4125,0.404474111266358
-72.75,2.4,-0.405,0.795853575907674
-72.75,2.4,-0.3975,1.16458754112082
-72.75,2.4,-0.39,1.49837505240897
-72.75,2.4,-0.3825,1.78664905988144
-72.75,2.4,-0.375,2.02085891868579
-72.75,2.4,-0.3675,2.19459144168568
-72.75,2.4,-0.36,2.30388264786871
-72.75,2.4,-0.3525,2.3468479320103
-72.75,2.4,-0.345,2.32381656405388
-72.75,2.4,-0.3375,2.23709937793842
-72.75,2.4,-0.33,2.09075845449681
-72.75,2.4,-0.3225,1.89033485737479
-72.75,2.4,-0.315,1.64254969661786
-72.75,2.4,-0.3075,1.35499309172683
-72.75,2.4,-0.3,1.03581433225228
-72.75,2.4,-0.2925,0.693424830379119
-72.75,2.4,-0.285,0.336223468777559
-72.75,2.4,-0.2775,-0.0276481959655819
-72.75,2.4,-0.27,-0.39051558583443
-72.75,2.4,-0.2625,-0.745342416376463
-72.75,2.4,-0.255,-1.08586241373532
-72.75,2.4,-0.2475,-1.40667188004905
-72.75,2.4,-0.24,-1.70328499136185
-72.75,2.4,-0.2325,-1.97215485815588
-72.75,2.4,-0.225,-2.21066422754557
-72.75,2.4,-0.2175,-2.41709026791524
-72.75,2.4,-0.21,-2.59054817305778
-72.75,2.4,-0.2025,-2.73091838416476
-72.75,2.4,-0.195,-2.83876209049277
-72.75,2.4,-0.1875,-2.91522937223379
-72.75,2.4,-0.18,-2.96189048501917
-72.75,2.4,-0.1725,-2.98093870661854
-72.75,2.4,-0.165,-2.97465129770562
-72.75,2.4,-0.1575,-2.94559537292922
-72.75,2.4,-0.15,-2.89647702990641
-72.75,2.4,-0.1425,-2.83006968526725
-72.75,2.4,-0.135,-2.74915148063171
-72.75,2.4,-0.1275,-2.65645210521571
-72.75,2.4,-0.12,-2.55460901832981
-72.75,2.4,-0.1125,-2.44613275573299
-72.75,2.4,-0.105,-2.3333807678652
-72.75,2.4,-0.0975,-2.21853906214768
-72.75,2.4,-0.09,-2.10361080071854
-72.75,2.4,-0.0825,-1.99041093284382
-72.75,2.4,-0.075,-1.88056591080827
-72.75,2.4,-0.0675,-1.77551754211122
-72.75,2.4,-0.06,-1.67653006218906
-72.75,2.4,-0.0525,-1.58469956400738
-72.75,2.4,-0.045,-1.50096498771469
-72.75,2.4,-0.0375,-1.42611994991097
-72.75,2.4,-0.03,-1.36082477360499
-72.75,2.4,-0.0225,-1.30561816314456
-72.75,2.4,-0.015,-1.26092805070035
-72.75,2.4,-0.0075,-1.22708122047424
-72.75,2.4,0,-1.20431139263634
-72.75,2.4,0.0075,-1.19292778987414
-72.75,2.4,0.015,-1.19267651366966
-72.75,2.4,0.0225,-1.20369900083075
-72.75,2.4,0.03,-1.22589967119518
-72.75,2.4,0.0375,-1.25910094296133
-72.75,2.4,0.045,-1.30303916245898
-72.75,2.4,0.0525,-1.3573586038897
-72.75,2.4,0.06,-1.42160373054498
-72.75,2.4,0.0675,-1.49520997513795
-72.75,2.4,0.075,-1.57749336654546
-72.75,2.4,0.0825,-1.66763940354006
-72.75,2.4,0.09,-1.76469165253986
-72.75,2.4,0.0975,-1.86754062492025
-72.75,2.4,0.105,-1.97491356819254
-72.75,2.4,0.1125,-2.08536588174745
-72.75,2.4,0.12,-2.19727493843734
-72.75,2.4,0.1275,-2.30883715374419
-72.75,2.4,0.135,-2.41806918954805
-72.75,2.4,0.1425,-2.52281420375283
-72.75,2.4,0.15,-2.62075405383706
-72.75,2.4,0.1575,-2.70942832501144
-72.75,2.4,0.165,-2.78626097524337
-72.75,2.4,0.1725,-2.84859526341343
-72.75,2.4,0.18,-2.89373744751652
-72.75,2.4,0.1875,-2.9190095026022
-72.75,2.4,0.195,-2.9218954670087
-72.75,2.4,0.2025,-2.89980171596858
-72.75,2.4,0.21,-2.85055318826603
-72.75,2.4,0.2175,-2.77223236324372
-72.75,2.4,0.225,-2.66332087937535
-72.75,2.4,0.2325,-2.52279095767607
-72.75,2.4,0.24,-2.35019629392126
-72.75,2.4,0.2475,-2.1457590448069
-72.75,2.4,0.255,-1.91044907073028
-72.75,2.4,0.2625,-1.64605122018704
-72.75,2.4,0.27,-1.35521618412946
-72.75,2.4,0.2775,-1.04149035039941
-72.75,2.4,0.285,-0.709320185079997
-72.75,2.4,0.2925,-0.364026992638121
-72.75,2.4,0.3,-0.0117484874889404
-72.75,2.4,0.3075,0.34065553527108
-72.75,2.4,0.315,0.685735005901474
-72.75,2.4,0.3225,1.01561902904114
-72.75,2.4,0.33,1.32222148372832
-72.75,2.4,0.3375,1.59747941970905
-72.75,2.4,0.345,1.83361889214665
-72.75,2.4,0.3525,2.02344081727999
-72.75,2.4,0.36,2.16061741830688
-72.75,2.4,0.3675,2.23998798215164
-72.75,2.4,0.375,2.25784109329751
-72.75,2.4,0.3825,2.21200494203457
-72.75,2.4,0.39,2.10271870175916
-72.75,2.4,0.3975,1.93180268887931
-72.75,2.4,0.405,1.70340075225261
-72.75,2.4,0.4125,1.42382112512693
-72.75,2.4,0.42,1.10145002024632
-72.75,2.4,0.4275,0.746568612648271
-72.75,2.4,0.435,0.371071953715921
-72.75,2.4,0.4425,-0.0119067770785663
-72.75,2.4,0.45,-0.388457985884043
-72.75,2.4,0.4575,-0.744429185695481
-72.75,2.4,0.465,-1.06601083989389
-72.75,2.4,0.4725,-1.34035018819817
-72.75,2.4,0.48,-1.55616468810037
-72.75,2.4,0.4875,-1.70432385524701
-72.75,2.4,0.495,-1.77836693375658
-72.75,2.4,0.5025,-1.77492423571113
-72.75,2.4,0.51,-1.69401233963867
-72.75,2.4,0.5175,-1.53917770677587
-72.75,2.4,0.525,-1.31746961260661
-72.75,2.4,0.5325,-1.03923141353812
-72.75,2.4,0.54,-0.717708746812972
-72.75,2.4,0.5475,-0.368483831926846
-72.75,2.4,0.555,-0.00875602022433229
-72.75,2.4,0.5625,0.343500550127826
-72.75,2.4,0.57,0.670532903612608
-72.75,2.4,0.5775,0.955503768469943
-72.75,2.4,0.585,1.18378800155354
-72.75,2.4,0.5925,1.34362268837945
-72.75,2.4,0.6,1.42688191050621
-72.75,2.4,0.6075,1.42962199273366
-72.75,2.4,0.615,1.35240058073493
-72.75,2.4,0.6225,1.20033875055237
-72.75,2.4,0.63,0.98291006111678
-72.75,2.4,0.6375,0.713457271860612
-72.75,2.4,0.645,0.408455340718172
-72.75,2.4,0.6525,0.0865571093172228
-72.75,2.4,0.66,-0.23252550208822
-72.75,2.4,0.6675,-0.529238202087012
-72.75,2.4,0.675,-0.785422412683153
-72.75,2.4,0.6825,-0.985493077163971
-72.75,2.4,0.69,-1.11747491025743
-72.75,2.4,0.6975,-1.17382201007142
-72.75,2.4,0.705,-1.15195768546847
-72.75,2.4,0.7125,-1.05448848087749
-72.75,2.4,0.72,-0.889067727319476
-72.75,2.4,0.7275,-0.667908147069061
-72.75,2.4,0.735,-0.406968413646775
-72.75,2.4,0.7425,-0.124863245653899
-72.75,2.4,0.75,0.158431339994852
-72,2.4,-0.75,0.687071934528084
-72,2.4,-0.7425,0.444237920175405
-72,2.4,-0.735,0.161830194174806
-72,2.4,-0.7275,-0.140031358974549
-72,2.4,-0.72,-0.439667167121923
-72,2.4,-0.7125,-0.715418911379837
-72,2.4,-0.705,-0.947208978031682
-72,2.4,-0.6975,-1.1179650366102
-72,2.4,-0.69,-1.21480975837506
-72,2.4,-0.6825,-1.22993600028126
-72,2.4,-0.675,-1.16111315194338
-72,2.4,-0.6675,-1.01179863896331
-72,2.4,-0.66,-0.790857552502743
-72,2.4,-0.6525,-0.511575431607691
-72,2.4,-0.645,-0.192114953638967
-72,2.4,-0.6375,0.147784484161485
-72,2.4,-0.63,0.486736470678969
-72,2.4,-0.6225,0.80343168818485
-72,2.4,-0.615,1.07798096164084
-72,2.4,-0.6075,1.29313358865416
-72,2.4,-0.6,1.43529733429225
-72,2.4,-0.5925,1.49530292421295
-72,2.4,-0.585,1.46887519088255
-72,2.4,-0.5775,1.35679371776324
-72,2.4,-0.57,1.16474639622207
-72,2.4,-0.5625,0.902898389881131
-72,2.4,-0.555,0.585124132473198
-72,2.4,-0.5475,0.228481053584989
-72,2.4,-0.54,-0.14826908137614
-72,2.4,-0.5325,-0.525446677454024
-72,2.4,-0.525,-0.883595076254773
-72,2.4,-0.5175,-1.20449876120302
-72,2.4,-0.51,-1.47209005595395
-72,2.4,-0.5025,-1.67320063378987
-72,2.4,-0.495,-1.79812601919473
-72,2.4,-0.4875,-1.84098406422925
-72,2.4,-0.48,-1.79986125774705
-72,2.4,-0.4725,-1.67675288903861
-72,2.4,-0.465,-1.47731387479107
-72,2.4,-0.4575,-1.21044595676641
-72,2.4,-0.45,-0.887753643427983
-72,2.4,-0.4425,-0.522905530288937
-72,2.4,-0.435,-0.130939483570344
-72,2.4,-0.4275,0.272450251456216
-72,2.4,-0.42,0.671608392873679
-72,2.4,-0.4125,1.05156489112723
-72,2.4,-0.405,1.39860595633636
-72,2.4,-0.3975,1.70074985250398
-72,2.4,-0.39,1.94811403422919
-72,2.4,-0.3825,2.13316675680872
-72,2.4,-0.375,2.25086248179741
-72,2.4,-0.3675,2.29862017035997
-72,2.4,-0.36,2.27643012648535
-72,2.4,-0.3525,2.18640955704306
-72,2.4,-0.345,2.03274877654522
-72,2.4,-0.3375,1.82137003813817
-72,2.4,-0.33,1.55959514305647
-72,2.4,-0.3225,1.2557927714602
-72,2.4,-0.315,0.919021775277049
-72,2.4,-0.3075,0.558684902984706
-72,2.4,-0.3,0.184205220834444
-72,2.4,-0.2925,-0.19526497716948
-72,2.4,-0.285,-0.571095559939789
-72,2.4,-0.2775,-0.935385591777304
-72,2.4,-0.27,-1.28112375257833
-72,2.4,-0.2625,-1.60230205781517
-72,2.4,-0.255,-1.89398465216176
-72,2.4,-0.2475,-2.15233496801343
-72,2.4,-0.24,-2.37460569622589
-72,2.4,-0.2325,-2.55909681469433
-72,2.4,-0.225,-2.70508738119214
-72,2.4,-0.2175,-2.81274695334769
-72,2.4,-0.21,-2.88303239288207
-72,2.4,-0.2025,-2.91757549065895
-72,2.4,-0.195,-2.91856636306851
-72,2.4,-0.1875,-2.88863696728642
-72,2.4,-0.18,-2.83070365489126
-72,2.4,-0.1725,-2.74805263106184
-72,2.4,-0.165,-2.64394365588942
-72,2.4,-0.1575,-2.52172693570132
-72,2.4,-0.15,-2.38471796868824
-72,2.4,-0.1425,-2.23613492363319
-72,2.4,-0.135,-2.07904801806526
-72,2.4,-0.1275,-1.91634047584123
-72,2.4,-0.12,-1.75068034090402
-72,2.4,-0.1125,-1.58450219935801
-72,2.4,-0.105,-1.4199977097025
-72,2.4,-0.0975,-1.25911375292275
-72,2.4,-0.09,-1.10355698091789
-72,2.4,-0.0825,-0.954803553770119
-72,2.4,-0.075,-0.81411290403389
-72,2.4,-0.0675,-0.682544440450145
-72,2.4,-0.06,-0.560976195971664
-72,2.4,-0.0525,-0.450124528429012
-72,2.4,-0.045,-0.35056409040581
-72,2.4,-0.0375,-0.262747392926954
-72,2.4,-0.03,-0.187023391551789
-72,2.4,-0.0225,-0.123654620659268
-72,2.4,-0.015,-0.0728324903795649
-72,2.4,-0.0075,-0.0346904399292096
-72,2.4,0,-0.00931471099081358
-72,2.4,0.0075,0.00305897055230877
-72,2.4,0.015,0.0027884444958687
-72,2.4,0.0225,-0.010292534842882
-72,2.4,0.03,-0.0361367203015517
-72,2.4,0.0375,-0.074663527532704
-72,2.4,0.045,-0.125753536512149
-72,2.4,0.0525,-0.189240360229748
-72,2.4,0.06,-0.264900019147315
-72,2.4,0.0675,-0.352438012416471
-72,2.4,0.075,-0.451474336557093
-72,2.4,0.0825,-0.561526770350518
-72,2.4,0.09,-0.681992821601793
-72,2.4,0.0975,-0.81213081701424
-72,2.4,0.105,-0.951040709763939
-72,2.4,0.1125,-1.09764527864033
-72,2.4,0.12,-1.25067249502715
-72,2.4,0.1275,-1.40863993566804
-72,2.4,0.135,-1.56984221511959
-72,2.4,0.1425,-1.73234249596152
-72,2.4,0.15,-1.89396920007903
-72,2.4,0.1575,-2.0523190826092
-72,2.4,0.165,-2.20476783269642
-72,2.4,0.1725,-2.34848932288573
-72,2.4,0.18,-2.48048453266641
-72,2.4,0.1875,-2.59762101277588
-72,2.4,0.195,-2.69671394786247
-72,2.4,0.2025,-2.77449877620586
-72,2.4,0.21,-2.82778917617965
-72,2.4,0.2175,-2.85353941926345
-72,2.4,0.225,-2.84893574142515
-72,2.4,0.2325,-2.81149906337063
-72,2.4,0.24,-2.73919369481853
-72,2.4,0.2475,-2.63053907184525
-72,2.4,0.255,-2.48472090985483
-72,2.4,0.2625,-2.30169752458801
-72,2.4,0.27,-2.08229651913356
-72,2.4,0.2775,-1.82829659970965
-72,2.4,0.285,-1.54248901315756
-72,2.4,0.2925,-1.22871304107295
-72,2.4,0.3,-0.89186018330985
-72,2.4,0.3075,-0.537842155640032
-72,2.4,0.315,-0.17351864190612
-72,2.4,0.3225,0.19341810347106
-72,2.4,0.33,0.554603211267199
-72,2.4,0.3375,0.901203304377486
-72,2.4,0.345,1.22416225482569
-72,2.4,0.3525,1.5144837839208
-72,2.4,0.36,1.76354367155049
-72,2.4,0.3675,1.96342190649866
-72,2.4,0.375,2.107242803202
-72,2.4,0.3825,2.18934856205921
-72,2.4,0.39,2.20624268343923
-72,2.4,0.3975,2.15593585994588
-72,2.4,0.405,2.0387729002221
-72,2.4,0.4125,1.85743115904864
-72,2.4,0.42,1.61698231386152
-72,2.4,0.4275,1.32485613552306
-72,2.4,0.435,0.990697835559453
-72,2.4,0.4425,0.626115113503445
-72,2.4,0.45,0.244316358366725
-72,2.4,0.4575,-0.140352636166336
-72,2.4,0.465,-0.512959883485971
-72,2.4,0.4725,-0.858606628638175
-72,2.4,0.48,-1.16308954452629
-72,2.4,0.4875,-1.41357536532319
-72,2.4,0.495,-1.59925396855984
-72,2.4,0.5025,-1.71193387821022
-72,2.4,0.51,-1.74654405348392
-72,2.4,0.5175,-1.70150787918381
-72,2.4,0.525,-1.57895959365665
-72,2.4,0.5325,-1.38477995015569
-72,2.4,0.54,-1.12843652232562
-72,2.4,0.5475,-0.822624388946882
-72,2.4,0.555,-0.482714465740153
-72,2.4,0.5625,-0.12602885356042
-72,2.4,0.57,0.229063723358362
-72,2.4,0.5775,0.563984569498955
-72,2.4,0.585,0.861113126232603
-72,2.4,0.5925,1.10471593165366
-72,2.4,0.6,1.28189248639259
-72,2.4,0.6075,1.38337737389598
-72,2.4,0.615,1.40415502055002
-72,2.4,0.6225,1.34383981429424
-72,2.4,0.63,1.20678677229316
-72,2.4,0.6375,1.00191363361097
-72,2.4,0.645,0.742233285204828
-72,2.4,0.6525,0.444114697305545
-72,2.4,0.66,0.126309753917543
-72,2.4,0.6675,-0.191198875876715
-72,2.4,0.675,-0.488458760340327
-72,2.4,0.6825,-0.746836757254443
-72,2.4,0.69,-0.950249617357323
-72,2.4,0.6975,-1.08624997364023
-72,2.4,0.705,-1.14688813268135
-72,2.4,0.7125,-1.12928281504959
-72,2.4,0.72,-1.03585226788561
-72,2.4,0.7275,-0.874179918558951
-72,2.4,0.735,-0.656514460077127
-72,2.4,0.7425,-0.398931136661341
-72,2.4,0.75,-0.12020701118327
-71.25,2.4,-0.75,0.447416057613325
-71.25,2.4,-0.7425,0.169357263204666
-71.25,2.4,-0.735,-0.128963107508877
-71.25,2.4,-0.7275,-0.425716051702169
-71.25,2.4,-0.72,-0.699024666659622
-71.25,2.4,-0.7125,-0.928570780990011
-71.25,2.4,-0.705,-1.09706805800972
-71.25,2.4,-0.6975,-1.191495810218
-71.25,2.4,-0.69,-1.20400867938665
-71.25,2.4,-0.6825,-1.13246382238008
-71.25,2.4,-0.675,-0.980537033841367
-71.25,2.4,-0.6675,-0.757429932814732
-71.25,2.4,-0.66,-0.477199600547264
-71.25,2.4,-0.6525,-0.1574427373721
-71.25,2.4,-0.645,0.180588242006718
-71.25,2.4,-0.6375,0.515447307499663
-71.25,2.4,-0.63,0.825532933289926
-71.25,2.4,-0.6225,1.09082924148137
-71.25,2.4,-0.615,1.29416230761543
-71.25,2.4,-0.6075,1.42224283295466
-71.25,2.4,-0.6,1.46643526375343
-71.25,2.4,-0.5925,1.42321427047009
-71.25,2.4,-0.585,1.29429179585874
-71.25,2.4,-0.5775,1.08642001392849
-71.25,2.4,-0.57,0.810896014087213
-71.25,2.4,-0.5625,0.482811564682181
-71.25,2.4,-0.555,0.120029540319915
-71.25,2.4,-0.5475,-0.257607368879357
-71.25,2.4,-0.54,-0.629818665927132
-71.25,2.4,-0.5325,-0.976779624421852
-71.25,2.4,-0.525,-1.28023431129772
-71.25,2.4,-0.5175,-1.52442470349747
-71.25,2.4,-0.51,-1.6968439248356
-71.25,2.4,-0.5025,-1.78878147546255
-71.25,2.4,-0.495,-1.79564249966172
-71.25,2.4,-0.4875,-1.71703727186575
-71.25,2.4,-0.48,-1.55665030814147
-71.25,2.4,-0.4725,-1.32191010355509
-71.25,2.4,-0.465,-1.02348990122134
-71.25,2.4,-0.4575,-0.674676754887815
-71.25,2.4,-0.45,-0.290650287207461
-71.25,2.4,-0.4425,0.112286011110496
-71.25,2.4,-0.435,0.517479168408302
-71.25,2.4,-0.4275,0.908668304769623
-71.25,2.4,-0.42,1.27065994766262
-71.25,2.4,-0.4125,1.58991001667639
-71.25,2.4,-0.405,1.85499258348818
-71.25,2.4,-0.3975,2.05694301437794
-71.25,2.4,-0.39,2.18947047331742
-71.25,2.4,-0.3825,2.24904161343426
-71.25,2.4,-0.375,2.23484330015897
-71.25,2.4,-0.3675,2.14860630225583
-71.25,2.4,-0.36,1.99449180691671
-71.25,2.4,-0.3525,1.77859731211237
-71.25,2.4,-0.345,1.50871621367977
-71.25,2.4,-0.3375,1.19391410803709
-71.25,2.4,-0.33,0.844122942602084
-71.25,2.4,-0.3225,0.469740817717926
-71.25,2.4,-0.315,0.0812529595761027
-71.25,2.4,-0.3075,-0.311113384646788
-71.25,2.4,-0.3,-0.697690380240206
-71.25,2.4,-0.2925,-1.06962067315585
-71.25,2.4,-0.285,-1.41905435091478
-71.25,2.4,-0.2775,-1.73929077414903
-71.25,2.4,-0.27,-2.02486664767338
-71.25,2.4,-0.2625,-2.27159369639158
-71.25,2.4,-0.255,-2.47655087767749
-71.25,2.4,-0.2475,-2.6380371897543
-71.25,2.4,-0.24,-2.75549183978366
-71.25,2.4,-0.2325,-2.82938884917255
-71.25,2.4,-0.225,-2.86111314399948
-71.25,2.4,-0.2175,-2.85282486137648
-71.25,2.4,-0.21,-2.80731805843664
-71.25,2.4,-0.2025,-2.72787930054268
-71.25,2.4,-0.195,-2.61815078774886
-71.25,2.4,-0.1875,-2.48200180694329
-71.25,2.4,-0.18,-2.32339555093105
-71.25,2.4,-0.1725,-2.14636722700695
-71.25,2.4,-0.165,-1.95478839498778
-71.25,2.4,-0.1575,-1.75240143238129
-71.25,2.4,-0.15,-1.54273150530698
-71.25,2.4,-0.1425,-1.32904196523614
-71.25,2.4,-0.135,-1.11430339095905
-71.25,2.4,-0.1275,-0.90117505894262
-71.25,2.4,-0.12,-0.691997429348299
-71.25,2.4,-0.1125,-0.48879412387913
-71.25,2.4,-0.105,-0.293281833445609
-71.25,2.4,-0.0975,-0.106886615704554
-71.25,2.4,-0.09,0.0692348879112483
-71.25,2.4,-0.0825,0.234170681216302
-71.25,2.4,-0.075,0.387226325041586
-71.25,2.4,-0.0675,0.527896625576575
-71.25,2.4,-0.06,0.655837044781383
-71.25,2.4,-0.0525,0.770835631599216
-71.25,2.4,-0.045,0.87278613300459
-71.25,2.4,-0.0375,0.961662815361169
-71.25,2.4,-0.03,1.0374974118618
-71.25,2.4,-0.0225,1.10035851252027
-71.25,2.4,-0.015,1.15033362978448
-71.25,2.4,-0.0075,1.18751410497736
-71.25,2.4,0,1.21198296736226
-71.25,2.4,0.0075,1.22362479797038
-71.25,2.4,0.015,1.22284021586794
-71.25,2.4,0.0225,1.20946872349906
-71.25,2.4,0.03,1.18349939161983
-71.25,2.4,0.0375,1.14489808940954
-71.25,2.4,0.045,1.09361374205169
-71.25,2.4,0.0525,1.02958760528815
-71.25,2.4,0.06,0.952765497077589
-71.25,2.4,0.0675,0.863112896786559
-71.25,2.4,0.075,0.760632782142725
-71.25,2.4,0.0825,0.645386021507894
-71.25,2.4,0.09,0.517514072371986
-71.25,2.4,0.0975,0.377263655399199
-71.25,2.4,0.105,0.225012976670326
-71.25,2.4,0.1125,0.0612989596251892
-71.25,2.4,0.12,-0.113155175697428
-71.25,2.4,0.1275,-0.297412782348076
-71.25,2.4,0.135,-0.490298040904098
-71.25,2.4,0.1425,-0.690372674306213
-71.25,2.4,0.15,-0.895916331825424
-71.25,2.4,0.1575,-1.10491196880711
-71.25,2.4,0.165,-1.31503764183312
-71.25,2.4,0.1725,-1.52366619611525
-71.25,2.4,0.18,-1.72787433155385
-71.25,2.4,0.1875,-1.92446248385249
-71.25,2.4,0.195,-2.10996992330849
-71.25,2.4,0.2025,-2.28081832235405
-71.25,2.4,0.21,-2.43317809710552
-71.25,2.4,0.2175,-2.56320043765987
-71.25,2.4,0.225,-2.66705874918104
-71.25,2.4,0.2325,-2.74105053784589
-71.25,2.4,0.24,-2.78171167682078
-71.25,2.4,0.2475,-2.78594094382814
-71.25,2.4,0.255,-2.75113190987214
-71.25,2.4,0.2625,-2.67530842369767
-71.25,2.4,0.27,-2.55725911657691
-71.25,2.4,0.2775,-2.3966655923624
-71.25,2.4,0.285,-2.19421831987593
-71.25,2.4,0.2925,-1.95171376444271
-71.25,2.4,0.3,-1.67212604044073
-71.25,2.4,0.3075,-1.35964639356393
-71.25,2.4,0.315,-1.01968418153627
-71.25,2.4,0.3225,-0.658823757468262
-71.25,2.4,0.33,-0.284732799391396
-71.25,2.4,0.3375,0.0939808170527417
-71.25,2.4,0.345,0.467964550541991
-71.25,2.4,0.3525,0.82736775970553
-71.25,2.4,0.36,1.16213531639421
-71.25,2.4,0.3675,1.46234146560538
-71.25,2.4,0.375,1.71855424205698
-71.25,2.4,0.3825,1.92208030583722
-71.25,2.4,0.39,2.06588075047924
-71.25,2.4,0.3975,2.14417625073219
-71.25,2.4,0.405,2.15327900853906
-71.25,2.4,0.4125,2.09175940658392
-71.25,2.4,0.42,1.96066066349303
-71.25,2.4,0.4275,1.76362434454307
-71.25,2.4,0.435,1.50691154323175
-71.25,2.4,0.4425,1.1993082654776
-71.25,2.4,0.45,0.851908377542874
-71.25,2.4,0.4575,0.477773277351103
-71.25,2.4,0.465,0.0914739901779639
-71.25,2.4,0.4725,-0.291471632400636
-71.25,2.4,0.48,-0.655246893157445
-71.25,2.4,0.4875,-0.984443024052208
-71.25,2.4,0.495,-1.26479253375816
-71.25,2.4,0.5025,-1.48389236856708
-71.25,2.4,0.51,-1.63187732578364
-71.25,2.4,0.5175,-1.70200346859608
-71.25,2.4,0.525,-1.69110299059949
-71.25,2.4,0.5325,-1.5998762150472
-71.25,2.4,0.54,-1.43299318076248
-71.25,2.4,0.5475,-1.19898638109054
-71.25,2.4,0.555,-0.909927319646036
-71.25,2.4,0.5625,-0.580892085050895
-71.25,2.4,0.57,-0.229227054356188
-71.25,2.4,0.5775,0.126333146167862
-71.25,2.4,0.585,0.466641016871423
-71.25,2.4,0.5925,0.773248183794888
-71.25,2.4,0.6,1.02945720476191
-71.25,2.4,0.6075,1.22132542931648
-71.25,2.4,0.615,1.33853856467277
-71.25,2.4,0.6225,1.37509292515141
-71.25,2.4,0.63,1.32973436817707
-71.25,2.4,0.6375,1.20611511205437
-71.25,2.4,0.645,1.01264635969402
-71.25,2.4,0.6525,0.762043974038974
-71.25,2.4,0.66,0.470585151679387
-71.25,2.4,0.6675,0.15711470925182
-71.25,2.4,0.675,-0.158141284068509
-71.25,2.4,0.6825,-0.45488073692605
-71.25,2.4,0.69,-0.71406422816933
-71.25,2.4,0.6975,-0.919195741672834
-71.25,2.4,0.705,-1.05745438581322
-71.25,2.4,0.7125,-1.12059312887939
-71.25,2.4,0.72,-1.10553424176609
-71.25,2.4,0.7275,-1.01461068804537
-71.25,2.4,0.735,-0.855426949315585
-71.25,2.4,0.7425,-0.640340086213902
-71.25,2.4,0.75,-0.385590237822026
-70.5,2.4,-0.75,0.182057563453008
-70.5,2.4,-0.7425,-0.112395723056839
-70.5,2.4,-0.735,-0.406375157395508
-70.5,2.4,-0.7275,-0.677794767047184
-70.5,2.4,-0.72,-0.906071034162545
-70.5,2.4,-0.7125,-1.07364703111844
-70.5,2.4,-0.705,-1.16727519765309
-70.5,2.4,-0.6975,-1.17896819859042
-70.5,2.4,-0.69,-1.10655478802121
-70.5,2.4,-0.6825,-0.953808848790006
-70.5,2.4,-0.675,-0.730152215150569
-70.5,2.4,-0.6675,-0.449963000036097
-70.5,2.4,-0.66,-0.131548650307696
-70.5,2.4,-0.6525,0.204414845784041
-70.5,2.4,-0.645,0.535129795933442
-70.5,2.4,-0.6375,0.839048962087242
-70.5,2.4,-0.63,1.09602179267466
-70.5,2.4,-0.6225,1.28892040881046
-70.5,2.4,-0.615,1.40470778350254
-70.5,2.4,-0.6075,1.43521490616388
-70.5,2.4,-0.6,1.37758625880637
-70.5,2.4,-0.5925,1.2343768809601
-70.5,2.4,-0.585,1.01330807019834
-70.5,2.4,-0.5775,0.726710717349751
-70.5,2.4,-0.57,0.390704018153457
-70.5,2.4,-0.5625,0.0241717712666844
-70.5,2.4,-0.555,-0.352448125363356
-70.5,2.4,-0.5475,-0.718152565590195
-70.5,2.4,-0.54,-1.05287084988528
-70.5,2.4,-0.5325,-1.33838073759425
-70.5,2.4,-0.525,-1.55929786940837
-70.5,2.4,-0.5175,-1.70382850092558
-70.5,2.4,-0.51,-1.76429294376013
-70.5,2.4,-0.5025,-1.73740290519445
-70.5,2.4,-0.495,-1.62429137606946
-70.5,2.4,-0.4875,-1.43030806160556
-70.5,2.4,-0.48,-1.16460578465317
-70.5,2.4,-0.4725,-0.83955321677649
-70.5,2.4,-0.465,-0.47001632844417
-70.5,2.4,-0.4575,-0.072554934652003
-70.5,2.4,-0.45,0.335418306473761
-70.5,2.4,-0.4425,0.736470877623283
-70.5,2.4,-0.435,1.1139339943474
-70.5,2.4,-0.4275,1.45260153308237
-70.5,2.4,-0.42,1.73931648880338
-70.5,2.4,-0.4125,1.96342541410014
-70.5,2.4,-0.405,2.11708978726105
-70.5,2.4,-0.3975,2.19545148465941
-70.5,2.4,-0.39,2.19665706104365
-70.5,2.4,-0.3825,2.12175203074787
-70.5,2.4,-0.375,1.97446155495773
-70.5,2.4,-0.3675,1.76086208059424
-70.5,2.4,-0.36,1.4890588860791
-70.5,2.4,-0.3525,1.16866725116078
-70.5,2.4,-0.345,0.810412388893899
-70.5,2.4,-0.3375,0.425659224078761
-70.5,2.4,-0.33,0.0259719397692719
-70.5,2.4,-0.3225,-0.377293086972258
